Facility Number,Facility Name,Region,District,Council,Facility Type
11314106,Mengi,Singida,Manyoni,Itigi DC,Health Labs - Level IA2 (Dispensary Laboratory)
10473105,Mengwe Chini,Kilimanjaro,Rombo,Rombo DC,Dispensary
10473203,Mengwe Juu,Kilimanjaro,Rombo,Rombo DC,Dispensary
10399106,Mennonite,Mwanza,Magu,Magu DC,Dispensary
11003406,Menonite,Kagera,Muleba,Muleba DC,Dispensary
10473604,Menonite Lamadi,Simiyu,Busega,Busega DC,Dispensary
10473800,Menonite Nyihogo,Shinyanga,Kahama,Kahama TC,Dispensary
11173909,Mercy Medical,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
11325700,Mercyget,Dar es Salaam,Ubungo,Ubungo MC,Health Labs - Level IA2 (Dispensary Laboratory)
10474006,Merenga,Mara,Serengeti,Serengeti DC,Dispensary
11381603,Merera,Morogoro,Kilombero,Mlimba DC,Dispensary
10474202,Mererani RC,Manyara,Simanjiro,Simanjiro DC,Dispensary
10474300,Meresini,Kilimanjaro,Moshi,Moshi DC,Dispensary
11367308,Meron,Manyara,Babati,Babati TC,Health Labs - Level IA2 (Dispensary Laboratory)
10474408,Merr,Manyara,Babati,Babati DC,Dispensary
10018401,Meru,Arusha,Arumeru,Meru DC,Hospital - District Hospital
10474603,Merya,Singida,Singida,Singida DC,Dispensary
11406604,Meseran bwawani,Arusha,Monduli,Monduli DC,Dispensary
11228600,Meseran Korea,Arusha,Monduli,Monduli DC,Dispensary
11200201,meserani,Arusha,Arusha,Arusha CC,Health Labs
11440103,Meserani COGI,Arusha,Monduli,Monduli DC,Dispensary
10474701,Meserani Juu,Arusha,Monduli,Monduli DC,Dispensary
11186003,Meshugi,Morogoro,Gairo,Gairo DC,Dispensary
11321900,Meta,Tanga,Tanga,Tanga CC,Health Labs - Level IA2 (Dispensary Laboratory)
10861702,Methodist Michael Scott,Mwanza,Magu,Magu DC,Dispensary
11468002,Metro Grand,Morogoro,Morogoro,Morogoro MC,Clinic - Dialysis Clinic
10474809,Mewadan,Manyara,Mbulu,Mbulu DC,Dispensary
11380506,Mfalasi,Njombe,Ludewa,Ludewa DC,Dispensary
10849102,Mfaranyaki charity,Ruvuma,Songea,Songea MC,Dispensary
10475103,Mfereji,Arusha,Monduli,Monduli DC,Dispensary
11217104,Mfereke,Njombe,Njombe,Njombe TC,Dispensary
11434806,MFH Medical specialized,Kagera,Bukoba,Bukoba MC,Clinic - Medical Clinic
10475309,Mfinga,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10475201,Mfinga,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
10475407,Mfisini,Pwani,Rufiji,Kibiti DC,Dispensary
10475504,Mfriga,Njombe,Njombe,Njombe DC,Dispensary
10475700,Mfumbi,Njombe,Makete,Makete DC,Dispensary
10475808,Mfumbwe,Morogoro,Morogoro,Morogoro DC,Dispensary
11149303,Mfurumwambao,Pwani,Mkuranga,Mkuranga DC,Dispensary
10475906,Mfuto,Songwe,Momba,Momba DC,Dispensary
10476004,Mfyome,Iringa,Iringa,Iringa DC,Dispensary
10476102,Mgagao,Kilimanjaro,Mwanga,Mwanga DC,Dispensary
10476200,Mgala,Njombe,Njombe,Njombe TC,Dispensary
10476406,Mgama,Iringa,Iringa,Iringa DC,Health Center
10476503,Mgambazi,Kigoma,Uvinza,Uvinza DC,Dispensary
10476709,Mgambo,Tanga,Muheza,Muheza DC,Dispensary
10209302,Mgambo JKT,Tanga,Handeni,Handeni DC,Dispensary
10476905,Mgandu,Singida,Manyoni,Itigi DC,Dispensary
10477003,Mganza,Kigoma,Uvinza,Uvinza DC,Dispensary
10477101,Mgao,Mtwara,Mtwara,Mtwara DC,Dispensary
11159505,Mgao,Njombe,Njombe,Njombe TC,Health Center
10477209,Mgaraganza,Kigoma,Kigoma,Kigoma DC,Dispensary
10477405,Mgazini,Ruvuma,Songea,Songea DC,Dispensary
10477502,Mgera,Tanga,Kilindi,Kilindi DC,Dispensary
11374808,Mgera Msekwa Kilindi,Tanga,Kilindi,Kilindi DC,Dispensary
10477600,Mgeta,Morogoro,Mvomero,Mvomero DC,Health Center
10477708,Mgeta Mission,Morogoro,Mvomero,Mvomero DC,Dispensary
10477806,Mgila,Tanga,Korogwe,Korogwe DC,Dispensary
11103101,Mgimba,Singida,Mkalama,Mkalama DC,Dispensary
11030706,Mgolole,Morogoro,Morogoro,Morogoro MC,Health Center
10478100,Mgololo,Iringa,Mufindi,Mufindi DC,Health Center
10478306,Mgombasi,Ruvuma,Namtumbo,Namtumbo DC,Dispensary
10478404,Mgombezi,Tanga,Korogwe,Korogwe TC,Dispensary
10478805,Mgongo,Singida,Iramba,Iramba DC,Health Center
10478501,Mgongo,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10479001,Mgori,Singida,Singida,Singida DC,Health Center
11427002,Mgudeni,Morogoro,Mvomero,Mvomero DC,Health Labs - Level IA2 (Dispensary Laboratory)
10479109,Mgulani JKT,Dar es Salaam,Temeke,Temeke MC,Health Center
10479207,Mgulani TPDF,Dar es Salaam,Temeke,Temeke MC,Dispensary
10479305,Mgunga,Dodoma,Chamwino,Chamwino DC,Dispensary
10479500,Mgungira,Singida,Ikungi,Ikungi DC,Dispensary
10479608,Mgwashi,Tanga,Lushoto,Bumbuli DC,Health Center
11483904,Mgwashi,Tanga,Lushoto,Lushoto DC,Dispensary
11162500,Mhagama,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10479706,Mhaji,Njombe,Wanging'ombe,Wanging'ombe DC,Dispensary
10479804,Mhale,Morogoro,Mvomero,Mvomero DC,Dispensary
10479902,Mhamba,Tanga,Muheza,Muheza DC,Dispensary
11026604,Mhandu,Shinyanga,Kahama,Msalala DC,Dispensary
11377100,Mhandu,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10480106,Mharamba,Geita,Geita,Geita DC,Dispensary
11378305,MHC Stamico,Geita,Geita,Geita DC,Dispensary
11320705,Mhekela,Tabora,Nzega,Nzega TC,Health Labs - Level IA2 (Dispensary Laboratory)
10480204,Mhenda,Morogoro,Kilosa,Kilosa DC,Dispensary
10480302,Mhezi,Kilimanjaro,Same,Same DC,Dispensary
10480400,Mhimbira,Mbeya,Mbarali,Mbarali DC,Dispensary
10480507,Mhinduro,Tanga,Mkinga,Mkinga DC,Dispensary
10565505,Mhintiri,Singida,Ikungi,Ikungi DC,Dispensary
11312304,Mhoja,Singida,Singida,Singida DC,Health Labs - Level IA2 (Dispensary Laboratory)
10480605,Mhonda Mission,Morogoro,Mvomero,Mvomero DC,Dispensary
10480703,Mhongozi,Ruvuma,Mbinga,Mbinga DC,Dispensary
10480801,Mhunze,Simiyu,Itilima,Itilima DC,Dispensary
10480909,Mhunze Bakwata,Shinyanga,Kishapu,Kishapu DC,Dispensary
11010700,Miangalua,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10481409,Mibikimitali,Iringa,Iringa,Iringa DC,Dispensary
10481506,Mibono,Tabora,Sikonge,Sikonge DC,Dispensary
11090605,Mibure,Lindi,Ruangwa,Ruangwa DC,Dispensary
10481604,Michenga,Morogoro,Kilombero,Ifakara TC,Dispensary
11274701,Michenga,Morogoro,Kilombero,Ifakara TC,Health Labs - Level IA2 (Dispensary Laboratory)
10481702,Michenga,Lindi,Ruangwa,Ruangwa DC,Dispensary
10481908,Michese,Dodoma,Dodoma,Dodoma MC,Dispensary
10482104,Michiga,Mtwara,Nanyumbu,Nanyumbu DC,Health Center
10482300,MICO,Morogoro,Kilosa,Kilosa DC,Dispensary
11153609,MICO,Pwani,Rufiji,Rufiji DC,Dispensary
11327502,MICO Darajani,Dar es Salaam,Ubungo,Ubungo MC,Health Labs - Level IA2 (Dispensary Laboratory)
10483407,MICO Tabata Kimanga,Dar es Salaam,Ilala,Ilala MC,Dispensary
11055500,MICO AAT Kimara,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10483005,MICO Amani,Dar es Salaam,Temeke,Temeke MC,Dispensary
11078709,Mico Annex,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11248205,Mico Best,Dar es Salaam,Temeke,Temeke MC,Dispensary
10067303,Mico Calvary,Manyara,Simanjiro,Simanjiro DC,Dispensary
11352608,MICO Chamazi,Dar es Salaam,Temeke,Temeke MC,Health Labs - Level IA2 (Dispensary Laboratory)
11193102,Mico Charitable,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10483504,MICO Darajani,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10483906,MICO Farasi Mabibo,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11350003,MICO GB,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11187404,Mico Gezaulole,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
10484004,MICO Gongo la Mboto,Dar es Salaam,Ilala,Ilala MC,Dispensary
10482701,MICO Gumba,Pwani,Kibaha,Kibaha DC,Dispensary
11227709,Mico Kerode's,Dar es Salaam,Temeke,Temeke MC,Dispensary
10851303,MICO Kihonda,Morogoro,Morogoro,Morogoro MC,Dispensary
11059908,MICO Kimara,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11181008,MICO Kipunguni,Dar es Salaam,Ilala,Ilala MC,Health Labs - Level IA2 (Dispensary Laboratory)
11180704,MICO Machimbo,Dar es Salaam,Ilala,Ilala MC,Dispensary
10485101,MICO Manzese,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10485209,MICO Mars,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11209300,Mico Masjid Tungi,Dar es Salaam,Temeke,Temeke MC,Dispensary
10485405,MICO Mkwajuni,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11142505,MICO Msongola,Dar es Salaam,Ilala,Ilala MC,Dispensary
10485502,MICO Mtoni,Dar es Salaam,Temeke,Temeke MC,Dispensary
10865101,Mico Mwembechai,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
11153306,MICO Mwembeni,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10486805,MICO Ndugumbi,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10485806,MICO Nightingale,Dar es Salaam,Ilala,Ilala MC,Dispensary
11162608,MICO Niimat,Dar es Salaam,Temeke,Temeke MC,Dispensary
11323203,Mico Nuru,Tabora,Kaliua,Kaliua DC,Dispensary
11200103,Mico pallot,Arusha,Arusha,Arusha CC,Health Labs - Level IA2 (Dispensary Laboratory)
10486002,MICO salasala,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11061405,MICO Sandali,Dar es Salaam,Temeke,Temeke MC,Dispensary
11088404,Mico Sulumo,Morogoro,Mvomero,Mvomero DC,Dispensary
10486306,MICO Tandale,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
11430409,MICO Ufalme,Dar es Salaam,Kinondoni,Kinondoni MC,Health Labs - Level IA2 (Dispensary Laboratory)
11485207,Mico Uwanjani,Pwani,Bagamoyo,Chalinze DC,Dispensary
10486609,MICO Yombo Vituka,Dar es Salaam,Temeke,Temeke MC,Dispensary
11135309,MICO-Mazinde,Pwani,Bagamoyo,Chalinze DC,Dispensary
11365907,Midilife Health Care,Dar es Salaam,Ilala,Ilala MC,Dispensary
11144807,Midizini Muzdalifa,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10487109,Mifulu,Morogoro,Morogoro,Morogoro DC,Dispensary
10487207,Migambo,Tanga,Lushoto,Lushoto DC,Dispensary
10487305,Miganga,Dodoma,Chamwino,Chamwino DC,Dispensary
10487403,Miganga,Singida,Mkalama,Mkalama DC,Dispensary
10487500,Migato,Simiyu,Itilima,Itilima DC,Dispensary
10487608,Migeregere,Lindi,Kilwa,Kilwa DC,Dispensary
10487902,Migoli,Iringa,Iringa,Iringa DC,Dispensary
10913700,Migoli,Iringa,Iringa,Iringa DC,Health Center
10487706,Migongo,Kigoma,Buhigwe,Buhigwe DC,Dispensary
10488108,Migunga,Shinyanga,Kishapu,Kishapu DC,Dispensary
10488304,Migungumalo,Tabora,Uyui,Uyui DC,Dispensary
10488509,Miguwa,Tabora,Nzega,Nzega TC,Dispensary
10488607,Mihale,Mara,Bunda,Bunda TC,Dispensary
10488705,Mihama,Shinyanga,Kishapu,Kishapu DC,Dispensary
10488803,Mihambwe,Mtwara,Tandahimba,Tandahimba DC,Dispensary
11320402,Mihayo,Tabora,Tabora,Tabora MC,Health Labs - Level IA2 (Dispensary Laboratory)
10488901,Mihima,Lindi,Lindi,Lindi DC,Dispensary
10489009,Mihima,Mtwara,Masasi,Masasi DC,Dispensary
10489205,Mihuga,Pwani,Bagamoyo,Chalinze DC,Dispensary
11375807,Mihugwe,Pwani,Kisarawe,Kisarawe DC,Dispensary
10489303,Mihumo,Lindi,Liwale,Liwale DC,Dispensary
10489401,Mijelejele,Mtwara,Masasi,Masasi DC,Dispensary
10489508,Mikalanga,Ruvuma,Mbinga,Mbinga DC,Dispensary
10489606,Mikangaula,Mtwara,Nanyumbu,Nanyumbu DC,Dispensary
10489704,Mikanjuni,Tanga,Tanga,Tanga CC,Health Center
10489802,Mikese,Morogoro,Morogoro,Morogoro DC,Dispensary
10489900,Mikindani,Mtwara,Mtwara,Mtwara MC,Health Center
11328903,Miko,Pwani,Bagamoyo,Chalinze DC,Health Labs - Level IA2 (Dispensary Laboratory)
10490300,Mikocheni,Kilimanjaro,Moshi,Moshi DC,Dispensary
10490408,Mikocheni,Arusha,Karatu,Karatu DC,Dispensary
10490505,Mikoma,Lindi,Kilwa,Kilwa DC,Dispensary
10973208,Mikong'wi,Iringa,Iringa,Iringa DC,Dispensary
11104306,Mikongeni,Morogoro,Mvomero,Mvomero DC,Dispensary
10490907,Mikongo,Njombe,Njombe,Njombe TC,Dispensary
10491005,Mikoni,Kagera,Bukoba,Bukoba DC,Dispensary
11018203,Mikonko,Kigoma,Kibondo,Kibondo DC,Dispensary
10491103,Mikonko,Rukwa,Kalambo,Kalambo DC,Dispensary
11387803,Mikoroshini,Dar es Salaam,Kinondoni,Kinondoni MC,Dispensary
10491201,Mikumbi,Mtwara,Newala,Newala DC,Dispensary
10398303,Mikumi,Dar es Salaam,Kinondoni,Kinondoni MC,Hospital - Hospital at District Level
11273203,Mikumi,Morogoro,Kilosa,Kilosa DC,Health Center
10852605,Mikumi CVM,Morogoro,Kilosa,Kilosa DC,Dispensary
10491700,Mikumi National Park,Morogoro,Kilosa,Kilosa DC,Dispensary
10491808,Mikunya,Lindi,Liwale,Liwale DC,Dispensary
11093602,Mikuru,Dar es Salaam,Ubungo,Ubungo MC,Dispensary
10492004,Mikuva,Mtwara,Nanyumbu,Nanyumbu DC,Dispensary
11352706,Mikwambe,Dar es Salaam,Temeke,Temeke MC,Health Labs - Level IA2 (Dispensary Laboratory)
10492102,Mikwambe,Dar es Salaam,Temeke,Temeke MC,Dispensary
11314801,Milade,Singida,Mkalama,Mkalama DC,Dispensary
11147207,Milala,Katavi,Mpanda,Mpanda MC,Dispensary
10492503,Milama,Morogoro,Mvomero,Mvomero DC,Health Center
11137502,Milama,Morogoro,Mvomero,Mvomero DC,Dispensary
10492601,Milambo Itobo,Tabora,Nzega,Nzega DC,Dispensary
10496108,Milambo Military,Tabora,Tabora,Tabora MC,Hospital - Hospital at District Level
11280909,Milanzi,Lindi,Nachingwea,Nachingwea DC,Clinic - Eye Clinic
10492709,Milepa,Rukwa,Sumbawanga,Sumbawanga DC,Health Center
10492807,Milingano,Tanga,Lushoto,Bumbuli DC,Dispensary
10845204,Milo,Pwani,Bagamoyo,Chalinze DC,Dispensary
10493101,Milo,Njombe,Ludewa,Ludewa DC,Hospital - Hospital at District Level
10493307,Milola,Lindi,Lindi,Lindi DC,Dispensary
11119103,Milola,Morogoro,Ulanga,Ulanga DC,Dispensary
11149900,Milola,Morogoro,Kilombero,Ifakara TC,Health Center
10493502,Milonji,Ruvuma,Namtumbo,Namtumbo DC,Dispensary
10493708,Milundikwa,Rukwa,Nkasi,Nkasi DC,Dispensary
11453401,Milundikwa JKT,Rukwa,Nkasi,Nkasi DC,Dispensary
11319209,Milungu,Tabora,Tabora,Tabora MC,Health Labs - Level IA2 (Dispensary Laboratory)
10493806,Milyungu,Mwanza,Kwimba,Kwimba DC,Dispensary
10493904,Mima,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
10494002,Minaki,Pwani,Kisarawe,Kisarawe DC,Dispensary
10494100,Mindola,Dodoma,Bahi,Bahi DC,Dispensary
10494306,Mindu,Tanga,Muheza,Muheza DC,Dispensary
10494208,Mindu,Ruvuma,Tunduru,Tunduru DC,Dispensary
11239509,Mineral Resources Institute,Dodoma,Dodoma,Dodoma MC,Dispensary
10494404,Mingela,Singida,Iramba,Iramba DC,Dispensary
10494501,Mingoyo,Lindi,Lindi,Lindi MC,Dispensary
10494609,Mingumbi,Lindi,Kilwa,Kilwa DC,Dispensary
10494805,Minjingu,Manyara,Babati,Babati DC,Dispensary
11159603,Minyala,Kilimanjaro,Same,Same DC,Dispensary
10494903,Minyanda,Simiyu,Meatu,Meatu DC,Dispensary
10495001,Minyembe,Mtwara,Mtwara,Mtwara DC,Dispensary
10495109,Minyinya,Kigoma,Kibondo,Kibondo DC,Dispensary
10495207,Minyughe,Singida,Ikungi,Ikungi DC,Dispensary
10495305,Minziro,Kagera,Missenyi,Missenyi DC,Dispensary
10495403,Miombo,Rukwa,Nkasi,Nkasi DC,Dispensary
10495500,Miono,Pwani,Bagamoyo,Chalinze DC,Health Center
10495608,Mipa,Shinyanga,Kishapu,Kishapu DC,Dispensary
10495804,Mipa RC,Shinyanga,Kishapu,Kishapu DC,Dispensary
10495902,Mipingo,Lindi,Lindi,Lindi DC,Dispensary
11166301,Miracolo,Dar es Salaam,Ilala,Ilala MC,Hospital - Hospital at District Level
10496206,Mirembe Mental Health (MMHH),Dodoma,Dodoma,Dodoma MC,Hospital - Super Specialized Hospital at National Level
10496304,Mirerani UHC,Manyara,Simanjiro,Simanjiro DC,Health Center
10496402,Miririnyi,Arusha,Arumeru,Meru DC,Dispensary
10981306,Mirongoine,Arusha,Arusha,Arusha DC,Dispensary
10496607,Mirui,Lindi,Liwale,Liwale DC,Dispensary
10493600,Mirumba,Katavi,Mlele,Mpimbwe DC,Dispensary
10496803,Mirwa,Mara,Butiama,Butiama DC,Dispensary
10497009,Misalai,Tanga,Muheza,Muheza DC,Dispensary
10497107,Misasi,Mwanza,Misungwi,Misungwi DC,Health Center
10497205,Misechela,Ruvuma,Tunduru,Tunduru DC,Dispensary
10497303,Miseke,Mara,Serengeti,Serengeti DC,Dispensary
10497401,Mishamo,Katavi,Mpanda,Tanganyika DC,Health Center
10497508,Mishepo,Shinyanga,Shinyanga,Shinyanga DC,Dispensary
11212902,Misigaro,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10497606,Misigiri,Singida,Iramba,Iramba DC,Dispensary
10497704,Misigiyo,Arusha,Ngorongoro,Ngorongoro DC,Dispensary
10497802,Misima,Tanga,Handeni,Handeni TC,Dispensary
10497900,Misinko,Singida,Singida,Singida DC,Dispensary
10498106,Misitu,Iringa,Mafinga,Mafinga TC,Dispensary
11140302,Misongeni,Morogoro,Morogoro,Morogoro MC,Dispensary
10498302,Misozwe,Tanga,Muheza,Muheza DC,Dispensary
11312108,Missanga,Singida,Singida,Singida MC,Health Labs - Level IA2 (Dispensary Laboratory)
10498400,Mission Mbagala,Dar es Salaam,Temeke,Temeke MC,Dispensary
10498801,Misughaa,Singida,Ikungi,Ikungi DC,Dispensary
10845302,Misugusugu,Pwani,Kibaha,Kibaha TC,Dispensary
10499007,Misungwi,Mwanza,Misungwi,Misungwi DC,Hospital - District Hospital
10499105,Miswaki,Tabora,Uyui,Uyui DC,Dispensary
10499203,Miswaki,Simiyu,Bariadi,Bariadi DC,Dispensary
10499301,Miswe,Pwani,Kibaha,Kibaha TC,Dispensary
10499409,Misyaje,Ruvuma,Tunduru,Tunduru DC,Dispensary
11045004,Mitanga,Ruvuma,Mbinga,Mbinga DC,Dispensary
10499506,Mitawa,Ruvuma,Mbinga,Mbinga DC,Dispensary
10499604,Miteja,Lindi,Kilwa,Kilwa DC,Dispensary
10499702,Mitesa,Mtwara,Masasi,Masasi DC,Dispensary
11086200,Miti Mirefu,Shinyanga,Shinyanga,Shinyanga MC,Dispensary
10499800,Mititi,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10499908,Mitobo,Simiyu,Itilima,Itilima DC,Dispensary
10500004,Mitole,Lindi,Kilwa,Kilwa DC,Dispensary
10500102,Mitomoni,Ruvuma,Nyasa,Nyasa DC,Dispensary
10500200,Mitowo,Tabora,Sikonge,Sikonge DC,Dispensary
10500406,Mitundu,Singida,Manyoni,Itigi DC,Health Center
10500503,Mitundu RC Mision,Singida,Manyoni,Itigi DC,Dispensary
10500601,Mitwero,Lindi,Lindi,Lindi MC,Dispensary
10500807,Mitwigu,Tabora,Sikonge,Sikonge DC,Dispensary
10501003,Miva,Njombe,Njombe,Njombe TC,Dispensary
10501101,Mivanga,Mtwara,Tandahimba,Tandahimba DC,Dispensary
11066801,Mivinjeni,Dar es Salaam,Ilala,Ilala MC,Dispensary
11131606,Miwaga,Pwani,Rufiji,Kibiti DC,Dispensary
11076701,Miwaleni,Kilimanjaro,Moshi,Moshi DC,Dispensary
11356800,Miwangani,Morogoro,Kilombero,Mlimba DC,Dispensary
10501502,Miyenze,Tabora,Uyui,Uyui DC,Dispensary
10972708,Miyenze,Geita,Bukombe,Bukombe DC,Dispensary
10501904,Mizanza,Tabora,Igunga,Igunga DC,Dispensary
11256703,MJ,Mara,Tarime,Tarime TC,Health Labs - Level III single purpose Health Laboratory
10502306,Mjele,Mbeya,Mbeya,Mbeya DC,Dispensary
10502404,Mjesani,Tanga,Mkinga,Mkinga DC,Health Center
11376307,Mji Mwema.,Arusha,Arumeru,Meru DC,Dispensary
11407603,Mji Makambako,Njombe,Njombe,Makambako TC,Hospital - District Hospital
10502707,Mji mpya,Kilimanjaro,Moshi,Moshi MC,Dispensary
11268200,Mji Mpya,Morogoro,Morogoro,Morogoro MC,Health Labs - Level IA2 (Dispensary Laboratory)
10502501,Mji Mpya,Morogoro,Morogoro,Morogoro MC,Dispensary
10502805,Mjimwema,Ruvuma,Songea,Songea MC,Health Center
10502903,Mjimwema,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
10503001,Mjimwema,Njombe,Njombe,Njombe TC,Dispensary
11227200,Mjohoroni,Kilimanjaro,Moshi,Moshi DC,Dispensary
10503207,Mjughuda,Singida,Singida,Singida DC,Dispensary
10621302,MK ENT,Dar es Salaam,Ilala,Ilala MC,Clinic - Other Clinic
10503403,Mkabogo,Kigoma,Kigoma,Kigoma DC,Dispensary
10503608,Mkako,Ruvuma,Mbinga,Mbinga DC,Dispensary
11145209,Mkalala,Iringa,Mufindi,Mufindi DC,Dispensary
10503804,Mkalama,Singida,Mkalama,Mkalama DC,Health Center
10503706,Mkalama,Kilimanjaro,Hai,Hai DC,Dispensary
11397204,Mkalama,Singida,Mkalama,Mkalama DC,Hospital - District Hospital
10503902,Mkalamo,Tanga,Korogwe,Korogwe DC,Dispensary
10504108,Mkalamo,Tanga,Handeni,Handeni DC,Dispensary
10504000,Mkalamo,Tanga,Pangani,Pangani DC,Health Center
10504206,Mkale,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10504304,Mkali,Ruvuma,Nyasa,Nyasa DC,Dispensary
10504509,Mkamba,Morogoro,Kilombero,Mlimba DC,Health Center
10504705,Mkamba,Pwani,Mkuranga,Mkuranga DC,Health Center
10504402,Mkamba,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10504607,Mkamba,Dar es Salaam,Kigamboni,Kigamboni MC,Dispensary
10504803,Mkambarani,Morogoro,Morogoro,Morogoro DC,Dispensary
10505009,Mkanana,Dodoma,Mpwapwa,Mpwapwa DC,Dispensary
11172107,Mkandami,Mbeya,Mbarali,Mbarali DC,Dispensary
10505107,Mkanga II,Lindi,Lindi,Lindi DC,Dispensary
10505205,Mkangawalo,Morogoro,Kilombero,Mlimba DC,Dispensary
10505303,Mkange,Pwani,Bagamoyo,Chalinze DC,Dispensary
11206107,Mkanoge,Pwani,Mkuranga,Mkuranga DC,Dispensary
10505606,Mkanyageni,Tanga,Muheza,Muheza DC,Dispensary
10505704,Mkapa,Ruvuma,Tunduru,Tunduru DC,Dispensary
10505802,Mkarango,Lindi,Kilwa,Kilwa DC,Dispensary
10505900,Mkasale,Ruvuma,Tunduru,Tunduru DC,Health Center
10506008,Mkata,Tanga,Handeni,Handeni DC,Health Center
10506106,Mkata Kijijini,Morogoro,Mvomero,Mvomero DC,Dispensary
10506302,Mkekena,Mbeya,Mbeya,Mbeya CC,Dispensary
11116008,Mkekena,Dodoma,Kondoa,Kondoa DC,Dispensary
10506400,Mkenda,Pwani,Rufiji,Kibiti DC,Dispensary
10506605,Mkenge,Singida,Singida,Singida DC,Dispensary
10506507,Mkenge,Pwani,Bagamoyo,Bagamoyo DC,Dispensary
10506703,Mkigo,Kigoma,Kigoma,Kigoma DC,Dispensary
10506801,Mkili,Ruvuma,Nyasa,Nyasa DC,Health Center
11444500,Mkilya,Tabora,Uyui,Uyui DC,Health Labs - Level IA2 (Dispensary Laboratory)
11005208,Mkima,Rukwa,Sumbawanga,Sumbawanga DC,Dispensary
10507105,Mkindi,Tanga,Kilindi,Kilindi DC,Dispensary
10507203,Mkindo,Morogoro,Mvomero,Mvomero DC,Dispensary
10507409,Mkinga,Tanga,Mkinga,Mkinga DC,Health Center
10507301,Mkinga,Rukwa,Nkasi,Nkasi DC,Dispensary
10507506,Mkinga leo,Tanga,Mkinga,Mkinga DC,Dispensary
10507702,Mkiu,Pwani,Mkuranga,Mkuranga DC,Dispensary
10507908,Mkiwa,Singida,Ikungi,Ikungi DC,Dispensary
10703009,Mkiza,Dar es Salaam,Temeke,Temeke MC,Dispensary
10508006,Mkoani,Pwani,Kibaha,Kibaha TC,Health Center
10508104,Mkobwe,Morogoro,Gairo,Gairo DC,Dispensary
10508202,Mkoha,Ruvuma,Mbinga,Mbinga DC,Dispensary
10508300,Mkoka,Lindi,Nachingwea,Nachingwea DC,Dispensary
10508408,Mkoka RHC,Dodoma,Kongwa,Kongwa DC,Health Center
10508505,Mkoko,Pwani,Bagamoyo,Chalinze DC,Dispensary
10508701,Mkola,Mbeya,Chunya,Chunya DC,Dispensary
10508603,Mkola,Mtwara,Tandahimba,Tandahimba DC,Dispensary
11334406,Mkolani,Mwanza,Nyamagana,Nyamagana MC,Health Labs - Level IA2 (Dispensary Laboratory)
10889700,Mkolani,Mwanza,Nyamagana,Nyamagana MC,Health Center
10508809,Mkolani,Mwanza,Nyamagana,Nyamagana MC,Dispensary
10508907,Mkole,Rukwa,Nkasi,Nkasi DC,Dispensary
10509005,Mkolowony,Kilimanjaro,Moshi,Moshi DC,Dispensary
10509103,Mkoma II,Mtwara,Newala,Newala DC,Dispensary
10509201,Mkoma l,Mtwara,Newala,Newala TC,Dispensary
10509309,Mkomaindo,Mtwara,Masasi,Masasi TC,Hospital - District Hospital
10509407,Mkomazi,Tanga,Korogwe,Korogwe DC,Dispensary
10509504,Mkomba,Songwe,Momba,Momba DC,Dispensary
10509602,Mkombo,Rukwa,Kalambo,Kalambo DC,Dispensary
11311403,Mkombozi,Singida,Singida,Singida MC,Health Labs - Level III single purpose Health Laboratory
11302501,Mkombozi,Kigoma,Kigoma,Kigoma Ujiji MC,Health Labs - Level IA2 (Dispensary Laboratory)
11269502,Mkombozi,Morogoro,Ulanga,Ulanga DC,Health Labs - Level IA2 (Dispensary Laboratory)
11228502,Mkombozi,Morogoro,Kilosa,Kilosa DC,Dispensary
